Gene,Cox_coefficient,Raw_p-value,BH-adjusted_p-value,Median_Expression,Mean_Expression
WSCD2,0.1368,0.16,0.810833584,13.4553,36.14286209
ZBTB10,-0.1368,0.16,0.810833584,355.5153,364.3401255
ZMYM3,-0.1241,0.16,0.810833584,1313.467,1323.447318
ZNF28,-0.1283,0.16,0.810833584,306.7093,320.8477301
ZNF678,-0.1417,0.16,0.810833584,46.9743,51.62975163
ZNF75A,-0.1245,0.16,0.810833584,323.4519,342.2913513
ZNF816,-0.1284,0.16,0.810833584,94.4407,98.67997059
ZNF85,-0.1284,0.16,0.810833584,125.3616,138.8468395
ZNF93,-0.129,0.16,0.810833584,96.305,105.3571899
ABCA11P,-0.1269,0.17,0.817475728,128.2635,142.4001497
ABCC2,-0.1316,0.17,0.817475728,3.3296,6.038736275
ABCG4,0.1326,0.17,0.817475728,23.0005,31.63170163
ANLN,0.1186,0.17,0.817475728,847.4684,1049.631521
ARID2,-0.133,0.17,0.817475728,531.8219,547.1998513
ATXN7L2,-0.1184,0.17,0.817475728,205.6348,219.6213856
BBS5,0.122,0.17,0.817475728,304.4706,322.8307098
BMPER,0.1286,0.17,0.817475728,167.1271,294.4778131
MYRF,0.1257,0.17,0.817475728,528.4196,1060.827959
TSR3,0.1361,0.17,0.817475728,982.5816,1032.498211
C19orf52,-0.1218,0.17,0.817475728,282.2419,296.254535
MCEMP1,0.1339,0.17,0.817475728,4.1119,19.00586111
SERTAD4-AS1,0.1318,0.17,0.817475728,10.0097,19.20846242
FAM217B,-0.1295,0.17,0.817475728,311.6438,350.663617
C2CD4D,0.1489,0.17,0.817475728,3.0166,4.359015359
C2orf16,0.1263,0.17,0.817475728,42.1245,44.82298072
KANSL1L,-0.122,0.17,0.817475728,443.9989,467.5324039
TAMM41,0.1238,0.17,0.817475728,154.1894,155.796901
MGARP,0.1293,0.17,0.817475728,39.7361,84.5276232
C5AR1,0.1229,0.17,0.817475728,442.6637,601.7181964
C6orf48,-0.1313,0.17,0.817475728,2223.7581,2442.635644
C9orf50,0.1553,0.17,0.817475728,27.968,29.65947582
CACNA1C,0.133,0.17,0.817475728,161.6887,221.1154516
CCDC66,-0.1238,0.17,0.817475728,188.1009,196.0119696
CCL3L3,0.1469,0.17,0.817475728,3.8796,13.7826634
CD163,0.1176,0.17,0.817475728,2037.2928,3837.239617
CD300LB,0.1343,0.17,0.817475728,10.1394,14.56201536
CD69,0.1253,0.17,0.817475728,66.3767,92.17698987
CDH9,0.1298,0.17,0.817475728,2.0812,7.322377778
CHAC1,0.1369,0.17,0.817475728,59.0944,75.27506046
CHI3L1,0.1304,0.17,0.817475728,34170.5958,91928.35526
CHMP6,0.1168,0.17,0.817475728,596.8586,636.7400993
CHRM3,0.1114,0.17,0.817475728,30.2067,52.44372843
CLTC,0.1171,0.17,0.817475728,8814.3361,9055.803683
BLOC1S4,0.1292,0.17,0.817475728,321.0986,338.1644252
CNTROB,0.1263,0.17,0.817475728,569.0259,598.4859592
COX7A1,-0.122,0.17,0.817475728,101.0947,236.4397634
CPLX2,0.1386,0.17,0.817475728,319.5644,832.8601869
CRB3,0.1398,0.17,0.817475728,1.7528,1.995076144
CSK,0.139,0.17,0.817475728,1306.8847,1348.791025
CTAGE9,0.1252,0.17,0.817475728,2.3466,5.98795
CYB561D2,0.134,0.17,0.817475728,443.1579,469.3337735
DDX39A,-0.1233,0.17,0.817475728,1631.9817,1740.111554
DDX54,0.1313,0.17,0.817475728,1108.0173,1130.455622
DNM1,0.129,0.17,0.817475728,1116.3388,1380.992332
DOK2,0.1372,0.17,0.817475728,40.2255,66.4756598
DUS3L,-0.1223,0.17,0.817475728,526.5184,555.7461255
COL26A1,0.1253,0.17,0.817475728,17.3993,81.7424366
EPB41L5,-0.1397,0.17,0.817475728,891.0526,914.1744886
EPHX4,0.1446,0.17,0.817475728,45.674,58.26992222
FAM110C,0.1236,0.17,0.817475728,6.8066,12.37097124
FAM136A,-0.1173,0.17,0.817475728,685.5359,724.403548
FANCG,-0.1205,0.17,0.817475728,435.9526,459.1019634
FBXW9,-0.1268,0.17,0.817475728,340.8012,364.4352997
FES,0.1425,0.17,0.817475728,274.9706,322.3604029
FNDC3B,0.1367,0.17,0.817475728,862.4484,980.6650301
FOSB,0.1465,0.17,0.817475728,113.7072,536.1005193
FOSL2,0.1361,0.17,0.817475728,773.7149,978.986251
FTSJ2,0.1402,0.17,0.817475728,911.27525,916.5054899
FZD10,-0.1319,0.17,0.817475728,15.4291,20.26687288
GAA,0.1307,0.17,0.817475728,2254.1528,2534.149392
GAS7,0.1355,0.17,0.817475728,2968.9175,3311.343111
GCNT1,0.1278,0.17,0.817475728,81.9672,148.3544778
GGT1,0.1248,0.17,0.817475728,116.2948,121.5538539
GMIP,0.135,0.17,0.817475728,415.9776,429.6722497
GPBP1,-0.1465,0.17,0.817475728,1950.1385,2003.353221
GPN2,0.1198,0.17,0.817475728,262.2707,273.771469
GPR84,0.1302,0.17,0.817475728,59.0944,82.79464542
GTF2H2B,-0.1239,0.17,0.817475728,82.9206,108.8638797
GYLTL1B,-0.135,0.17,0.817475728,1.9433,4.311329085
HIST1H2BG,-0.1214,0.17,0.817475728,5.5788,11.42805817
HYLS1,0.1325,0.17,0.817475728,80.9412,91.09672353
IFNAR1,0.1341,0.17,0.817475728,1904.4944,1938.586852
IGF1R,0.1306,0.17,0.817475728,772.1534,923.357617
IGFBP4,0.142,0.17,0.817475728,2197.2256,2828.448538
IGFBP5,0.1338,0.17,0.817475728,20821.7001,25181.25439
IL20RA,0.1306,0.17,0.817475728,31.7294,67.18989935
KCNJ16,0.1242,0.17,0.817475728,488.5795,805.5996889
KCTD3,-0.1403,0.17,0.817475728,2065.9395,2107.096452
KIF6,0.1158,0.17,0.817475728,31.8182,63.60093137
KMO,0.1288,0.17,0.817475728,37.7133,55.85654052
LILRA4,0.1296,0.17,0.817475728,30.7853,88.8460268
LINGO1,0.1305,0.17,0.817475728,1079.8158,1508.778652
LINC00887,0.1416,0.17,0.817475728,1.2211,3.320610458
SMG1P3,-0.1214,0.17,0.817475728,163.578,177.1417595
HSD52,0.144,0.17,0.817475728,1.5083,2.180672876
LONRF1,0.1259,0.17,0.817475728,658.8235,710.0473909
MAP4K3,-0.1278,0.17,0.817475728,777.42275,806.9632781
MARCO,0.1284,0.17,0.817475728,18.8791,128.7648487
MCCC2,-0.14,0.17,0.817475728,1431.6618,1463.667587
MED7,0.1247,0.17,0.817475728,192.2322,206.3504987
MMP14,0.136,0.17,0.817475728,4298.4724,5135.044355
MMP9,0.1396,0.17,0.817475728,494.1593,1103.023847
NALCN,0.119,0.17,0.817475728,220.5378,269.2671676
NASP,-0.122,0.17,0.817475728,2410.6195,2521.489816
NAV3,0.1187,0.17,0.817475728,185.2861,238.9388886
NCF1,0.1217,0.17,0.817475728,165.907,196.8381346
NCOA7,0.1367,0.17,0.817475728,410.5505,455.9776422
NEK10,0.1196,0.17,0.817475728,7.5516,11.93932778
NMNAT2,0.1266,0.17,0.817475728,236.1396,395.380352
NOS2,-0.1312,0.17,0.817475728,78.7546,626.856432
NXF3,0.1486,0.17,0.817475728,1.292,2.541422549
OR2A7,0.1313,0.17,0.817475728,1.7664,4.949359477
OTUD1,0.1439,0.17,0.817475728,212.2718,244.4003797
PCBD1,0.121,0.17,0.817475728,565.1684,618.1078461
PCDHB5,0.1236,0.17,0.817475728,54.4611,281.2183556
PCID2,-0.1164,0.17,0.817475728,612.9577,663.3194791
PCLO,0.127,0.17,0.817475728,69.0716,126.7210346
PGS1,0.1168,0.17,0.817475728,586.3172,591.4258974
PHF10,-0.121,0.17,0.817475728,1310.4467,1322.870812
PHRF1,0.1316,0.17,0.817475728,829.3775,854.5517291
PICK1,0.1205,0.17,0.817475728,322.1843,321.83525
PLBD1,0.1331,0.17,0.817475728,182.8657,239.3010431
PLCB2,0.1338,0.17,0.817475728,460.52685,550.621869
PML,0.1311,0.17,0.817475728,1063.4371,1242.604922
POLR2C,-0.13055,0.17,0.817475728,1777.1054,1864.561765
PPIEL,-0.1173,0.17,0.817475728,117.9524,163.9360709
PRKCE,0.1261,0.17,0.817475728,269.6203,319.971884
PTPN9,0.1356,0.17,0.817475728,1321.3652,1443.030109
PXMP4,-0.1226,0.17,0.817475728,561.1268,592.5557993
RAB12,0.1246,0.17,0.817475728,1139.0063,1146.687493
RAP1B,0.1253,0.17,0.817475728,2218.7626,2715.673901
RAP2C,-0.1374,0.17,0.817475728,750.8624,808.5855343
RFESD,0.1241,0.17,0.817475728,34.891,37.71555359
RFPL3S,-0.1193,0.17,0.817475728,13.9589,19.11765131
RFX5,-0.1319,0.17,0.817475728,920.354,962.9063529
RGS9BP,-0.1313,0.17,0.817475728,5.52065,6.348090523
RNF167,0.1218,0.17,0.817475728,2517.2678,2550.329446
RPL10,-0.116,0.17,0.817475728,5162.6104,6036.097309
RPL28,-0.1178,0.17,0.817475728,9919.1897,10797.37666
RPL35,-0.1155,0.17,0.817475728,5160,6456.863252
RPS4Y1,-0.19,0.17,0.817475728,2879.6755,2626.209322
RRN3P3,0.1252,0.17,0.817475728,33.239,33.30298693
S1PR4,0.1413,0.17,0.817475728,16.9588,21.86663203
SCN1B,0.1292,0.17,0.817475728,267.7415,327.8546873
SERPING1,0.1298,0.17,0.817475728,4092.433,4959.7455
SLC25A4,0.1393,0.17,0.817475728,1640.0206,1797.805109
SLC26A9,0.1246,0.17,0.817475728,6.7073,10.37646667
SLC2A9,0.1256,0.17,0.817475728,55.1005,63.72745523
SLC35F1,0.1359,0.17,0.817475728,1146.6177,1500.51161
SLC39A13,0.1359,0.17,0.817475728,835.2166,868.4756755
SLC5A4,-0.1377,0.17,0.817475728,2.4974,3.965463072
SLC9A3R2,0.1386,0.17,0.817475728,756.7118,804.7641837
SNAPC3,-0.1309,0.17,0.817475728,508.3333,565.5014268
SNCA,0.1371,0.17,0.817475728,270.6821,386.7204807
SNHG1,-0.117,0.17,0.817475728,799.3105,984.6267124
SNRPB,-0.1182,0.17,0.817475728,2483.9315,2952.275401
SPATS2L,0.1216,0.17,0.817475728,2498.426,2566.532357
SPOCK1,0.1363,0.17,0.817475728,896.7058,1449.496709
STAC3,0.1245,0.17,0.817475728,89.0765,100.5544222
STK31,-0.131,0.17,0.817475728,2.5456,4.17245719
SULT4A1,0.1401,0.17,0.817475728,66.4252,175.5660095
SYT12,0.1366,0.17,0.817475728,191.9245,223.2907693
TAF7L,-0.1123,0.17,0.817475728,5.2381,7.471332026
TFPI2,0.1269,0.17,0.817475728,15.5383,96.16006078
TKTL1,0.1309,0.17,0.817475728,21.8778,91.27229052
TMEM136,-0.1301,0.17,0.817475728,414.8538,421.5377758
TMEM181,0.1196,0.17,0.817475728,1127.3831,1140.787366
VMP1,0.1217,0.17,0.817475728,2022.0613,2314.183777
SARAF,0.1204,0.17,0.817475728,10018.6103,10222.24609
TNFRSF11A,0.1284,0.17,0.817475728,40.731,55.62220523
TP53I13,0.1252,0.17,0.817475728,622.9594,688.8972765
TREM1,0.1204,0.17,0.817475728,125.6906,267.336431
TRIM8,0.1274,0.17,0.817475728,1380.7229,1478.133358
TSSC1,0.124,0.17,0.817475728,703.2326,727.9251118
TTLL5,-0.1228,0.17,0.817475728,426.141,438.6623304
TUBGCP4,-0.1347,0.17,0.817475728,248.9474,261.0701186
TXNDC2,-0.1267,0.17,0.817475728,6.2959,6.768356536
UBR2,-0.1185,0.17,0.817475728,385.7419,396.2397114
UNC93B1,0.1249,0.17,0.817475728,697.027,718.0071477
VAPB,-0.1259,0.17,0.817475728,987.1535,1019.878771
VPS37D,0.1166,0.17,0.817475728,236.1032,278.9595703
VSIG4,0.1137,0.17,0.817475728,2536.3951,3753.384174
WDR63,0.127,0.17,0.817475728,7.076,29.11743954
XRCC6,-0.1289,0.17,0.817475728,5390.4861,5498.347679
ZCCHC11,-0.1146,0.17,0.817475728,675.9003,727.1306866
ZFR,-0.1337,0.17,0.817475728,3315.0864,3438.686331
ZNF326,-0.1078,0.17,0.817475728,474.6009,477.8216889
ZNF649,-0.121,0.17,0.817475728,419.29,480.299716
ABCC3,0.1199,0.18,0.823471883,822.9995,1482.587411
ACAD11,-0.1214,0.18,0.823471883,612.9922,646.7693493
ASIC4,0.1179,0.18,0.823471883,407.1856,877.1943578
ACTR8,-0.1192,0.18,0.823471883,553.9183,552.2571974
ADAM28,0.1226,0.18,0.823471883,214.8997,259.6130451
ADAT2,-0.1107,0.18,0.823471883,102.5781,119.6005327
AGMAT,-0.1313,0.18,0.823471883,25.9245,32.19191209
ALDH9A1,-0.1194,0.18,0.823471883,2837.5039,3052.697632
ALKBH7,-0.1212,0.18,0.823471883,722.2283,857.4979039
AP2A2,0.1254,0.18,0.823471883,2184.4323,2202.086791
APBB2,-0.1167,0.18,0.823471883,1624.4344,1707.1237
ARHGAP23,0.1149,0.18,0.823471883,1349.3625,1430.135755
ASB8,0.1139,0.18,0.823471883,779.6268,797.9707147
ATPAF1,-0.1223,0.18,0.823471883,1768.7864,1791.95485
BEX1,0.1509,0.18,0.823471883,1700.7103,1956.960408
PROSER1,-0.1103,0.18,0.823471883,711.4977,778.581231
ARPIN,0.1247,0.18,0.823471883,302.7921,303.7482801
C20orf96,-0.1243,0.18,0.823471883,400.3046,456.4222948
CEP19,0.1161,0.18,0.823471883,150.1976,173.0080997
C8orf22,0.1316,0.18,0.823471883,1.7528,23.0282415
CADPS2,0.1205,0.18,0.823471883,319.528,414.1762663
CAV2,0.1294,0.18,0.823471883,505.0813,744.0903395
CCDC137,0.127,0.18,0.823471883,575.3096,597.0067516
CCT4,-0.1223,0.18,0.823471883,3634.3646,3938.577457
CDC14A,-0.1404,0.18,0.823471883,127.6042,136.6672007
CDH8,0.1296,0.18,0.823471883,16.8865,37.96756209
CDK18,0.1268,0.18,0.823471883,817.6889,1163.829973
CDRT4,0.1151,0.18,0.823471883,107.297,119.2588438
CEBPG,-0.12491,0.18,0.823471883,1200.4008,1291.559075
CFH,0.1237,0.18,0.823471883,559.0361,971.3900987
CHI3L2,0.1158,0.18,0.823471883,2468.1122,7214.717894
CLIC4,-0.1184,0.18,0.823471883,11138.6344,12087.85713
CLNS1A,-0.1154,0.18,0.823471883,2153.4821,2261.908685
CLU,0.1332,0.18,0.823471883,163512.2756,196154.5826
CNPY1,0.1342,0.18,0.823471883,23.7913,55.35570752
COG4,-0.1206,0.18,0.823471883,1781.6781,1782.781436
COL24A1,0.1145,0.18,0.823471883,7.7717,53.44941111
CSF3,0.1233,0.18,0.823471883,3.4305,35.07365654
CTSK,0.135,0.18,0.823471883,421.9048,677.8112663
CXorf56,-0.1274,0.18,0.823471883,174.7368,180.7657725
DACH1,-0.122,0.18,0.823471883,51.8771,97.12466601
DAXX,-0.1243,0.18,0.823471883,1438.3079,1478.039412
DDX19A,-0.1295,0.18,0.823471883,949.6707,937.3506356
DMBT1,0.1201,0.18,0.823471883,3.5377,5.358668301
DNAJC6,0.13,0.18,0.823471883,729.6728,865.2427846
DUS4L,0.1292,0.18,0.823471883,207.1962,226.0776997
ELAVL2,0.123,0.18,0.823471883,60.3325,144.8706278
ENOSF1,0.122,0.18,0.823471883,167.2157,204.571618
ESD,-0.1279,0.18,0.823471883,1812.9609,1895.778164
DENND6A,-0.1374,0.18,0.823471883,531.8401,542.3582379
FAM131B,0.1147,0.18,0.823471883,1589.3697,1845.203055
FAM163A,0.131,0.18,0.823471883,1.1334,8.42297549
FAM173B,0.1278,0.18,0.823471883,276.3496,287.9327039
TVP23A,0.1135,0.18,0.823471883,268.0133,273.5973654
FAM192A,-0.1225,0.18,0.823471883,1885.7346,1917.748039
DLGAP1-AS1,0.1159,0.18,0.823471883,90.9574,108.2660879
GAPT,0.123,0.18,0.823471883,82.3715,95.81459052
GNGT2,0.1275,0.18,0.823471883,40.4874,47.75703399
GPR135,0.1185,0.18,0.823471883,25.2632,28.16522941
GRAMD2,0.1292,0.18,0.823471883,28.7877,41.73498497
GRK6,0.1193,0.18,0.823471883,561.4455,589.6159801
GTF2E1,-0.1328,0.18,0.823471883,305.0459,316.1616503
HABP2,-0.1238,0.18,0.823471883,6.0826,19.59038856
HARS2,0.1258,0.18,0.823471883,599.3341,603.8321778
HMGXB4,-0.1341,0.18,0.823471883,528.8736,550.4122693
HSH2D,0.1327,0.18,0.823471883,8.0276,13.56038824
HSPBP1,-0.1252,0.18,0.823471883,1220.0997,1268.141396
IGSF22,0.1301,0.18,0.823471883,11.8659,13.03153791
JAK3,0.1277,0.18,0.823471883,172.3041,230.060701
JAM2,-0.1371,0.18,0.823471883,1247.4747,1311.100915
JPH3,0.1392,0.18,0.823471883,81.3356,203.9413624
KCNH3,0.1161,0.18,0.823471883,140.3061,160.9555085
FAM234B,0.1169,0.18,0.823471883,522.6689,571.2277353
SHTN1,0.1252,0.18,0.823471883,682.9925,874.4804977
KIF1C,0.1274,0.18,0.823471883,2100.7855,2221.793136
KLHL28,-0.1357,0.18,0.823471883,312.4388,332.1133369
KLHL3,0.1261,0.18,0.823471883,100.8815,115.4776572
KY,0.1257,0.18,0.823471883,25.3107,65.18360621
LGMN,0.133,0.18,0.823471883,1731.1023,2109.009647
LMCD1,0.1236,0.18,0.823471883,327.5616,394.1251853
LOC100134368,0.1333,0.18,0.823471883,3.3751,3.734351307
SCART1,-0.1231,0.18,0.823471883,8.7477,12.79028366
C18orf42,0.1339,0.18,0.823471883,1.0417,2.04784085
LOC646999,-0.1324,0.18,0.823471883,47.1328,49.52779085
LPIN2,0.1327,0.18,0.823471883,1506.0241,1632.142177
LRIG2,-0.1175,0.18,0.823471883,157.5831,159.7727644
LRPPRC,-0.1171,0.18,0.823471883,2329.9761,2426.720958
LRRC17,-0.1304,0.18,0.823471883,343.0503,564.8159974
LRRC42,-0.1188,0.18,0.823471883,625.4181,683.2294797
MAP7,0.1245,0.18,0.823471883,291.8377,343.2660232
March5,-0.1246,0.18,0.823471883,715.967,751.9435752
MATN4,0.1216,0.18,0.823471883,3.8859,15.82906667
MATR3,-0.133,0.18,0.823471883,7125.1607,7340.124175
MBD2,0.1276,0.18,0.823471883,780.3371,826.0488471
MC1R,0.1335,0.18,0.823471883,158.9612,181.5902859
MED12,-0.1136,0.18,0.823471883,993.9421,990.4956775
MESP2,0.1353,0.18,0.823471883,1.9039,4.256345425
METTL17,-0.1176,0.18,0.823471883,577.6268,591.1606392
MOCS1,-0.1409,0.18,0.823471883,783.77,812.5872095
MORN3,0.1301,0.18,0.823471883,24.5902,37.21723562
MRPL4,-0.1171,0.18,0.823471883,1267.0723,1328.800323
MSL3P1,0.1403,0.18,0.823471883,13.6535,47.9012817
MVK,0.1248,0.18,0.823471883,245.144,256.5584235
MYO19,-0.1166,0.18,0.823471883,350.0178,384.7853706
MYO7A,0.1169,0.18,0.823471883,261.8129,310.4352493
MYSM1,-0.1203,0.18,0.823471883,46.159,53.68026601
NIPAL3,0.1256,0.18,0.823471883,801.3319,884.8036275
NR2C1,-0.1125,0.18,0.823471883,340.6694,359.4199516
NUP93,-0.1354,0.18,0.823471883,1021.2766,1053.240561
OBSL1,0.1411,0.18,0.823471883,2600.1936,2673.007792
OR7A5,0.1129,0.18,0.823471883,4.8403,14.03957712
P2RX6,0.1298,0.18,0.823471883,67.4774,87.05973529
PABPC1,-0.1311,0.18,0.823471883,7841.958,8780.312867
PAK7,0.125,0.18,0.823471883,17.5889,78.63343529
PDIA3,0.138,0.18,0.823471883,4205.0687,4548.191002
PDXDC2P,-0.1221,0.18,0.823471883,131.7523,152.7974225
PGM3,-0.1317,0.18,0.823471883,461.7828,489.3988775
PLA2G12A,0.1287,0.18,0.823471883,693.4097,689.0008056
PLAT,0.1163,0.18,0.823471883,1721.026,2222.99369
PLCB3,-0.1312,0.18,0.823471883,525.0684,523.5606258
PLEKHO2,0.121,0.18,0.823471883,1365.625,1435.423993
PLXND1,0.131,0.18,0.823471883,2484.4838,2692.185656
PMEPA1,0.129,0.18,0.823471883,1646.3799,2038.271485
PODXL,0.1353,0.18,0.823471883,2798.1122,3208.308564
POU2F2,0.1338,0.18,0.823471883,129.1727,154.9781418
POU3F1,0.1202,0.18,0.823471883,21.2972,38.28283758
PRR5L,-0.1154,0.18,0.823471883,366.194,417.9826056
PSMD5,-0.1303,0.18,0.823471883,671.4579,693.1324278
PTRH2,0.1037,0.18,0.823471883,380.3778,397.5825879
RAB40B,0.1219,0.18,0.823471883,263.9088,335.0643516
RAVER2,-0.1256,0.18,0.823471883,482.8283,530.0644124
RBKS,0.1262,0.18,0.823471883,65.7343,73.73336013
RDM1,0.1316,0.18,0.823471883,11.8807,15.62008856
REP15,0.127,0.18,0.823471883,5.5419,7.935849673
RGS5,-0.124,0.18,0.823471883,2188.8762,2596.809379
RPL32,-0.1216,0.18,0.823471883,10945.0549,12919.22893
SAMD5,0.1357,0.18,0.823471883,48.092,64.19759379
SDCBP,0.122,0.18,0.823471883,5230.9001,5501.213861
SEMA5B,0.125,0.18,0.823471883,685.785,861.9822598
SEPHS1,-0.1365,0.18,0.823471883,942.2449,1027.534767
SF3B3,-0.1232,0.18,0.823471883,3529.6443,3535.276235
SFTPC,0.128,0.18,0.823471883,5.618,12.06860294
SLC10A7,-0.1326,0.18,0.823471883,185.1156,192.98485
SLC4A10,0.1217,0.18,0.823471883,149.6122,194.6954435
SLC8A2,0.1328,0.18,0.823471883,49.8145,123.7720582
PRELID3B,-0.1257,0.18,0.823471883,1445.9697,1521.23098
SMNDC1,-0.1268,0.18,0.823471883,493.9162,524.1947082
SNAP25,0.1399,0.18,0.823471883,959.4251,2000.269437
SNRPA,-0.1194,0.18,0.823471883,1078.1563,1121.589631
SNTB1,-0.1283,0.18,0.823471883,654.1441,684.1886967
SRRM3,0.1305,0.18,0.823471883,106.486,196.1894739
SRRM5,-0.1255,0.18,0.823471883,44.0559,47.88673333
ST5,0.1269,0.18,0.823471883,1936.3897,1962.750906
TCHH,0.1316,0.18,0.823471883,4.7004,6.652754248
TDRD3,-0.1161,0.18,0.823471883,223.9264,232.9071088
TIGD4,-0.1215,0.18,0.823471883,39.8901,42.18247647
TMEM151A,0.1242,0.18,0.823471883,125.1684,234.2755569
TMEM220,0.1209,0.18,0.823471883,127.26,141.022068
TMX3,0.1194,0.18,0.823471883,1198.5075,1243.889293
TOP3B,-0.1117,0.18,0.823471883,286.1296,306.8962549
TRAM1L1,0.1169,0.18,0.823471883,70.0704,106.2527752
TRDMT1,-0.1209,0.18,0.823471883,103.2029,115.7847062
TRIM62,-0.121,0.18,0.823471883,298.7952,330.3121987
TRO,-0.1149,0.18,0.823471883,1080.4795,1240.042185
TSGA10IP,-0.12441,0.18,0.823471883,1.0599,1.428780392
UBE2V2,0.1264,0.18,0.823471883,941.4286,1005.222883
UBR1,-0.1366,0.18,0.823471883,614.7493,615.823767
USP39,-0.135,0.18,0.823471883,1331.4955,1397.122902
VPS16,-0.1251,0.18,0.823471883,1130.9812,1206.683462
WRAP73,-0.115,0.18,0.823471883,544.0252,559.6540088
WNT5B,0.1344,0.18,0.823471883,46.0963,69.84861471
YIPF6,-0.1253,0.18,0.823471883,247.8397,258.7073144
ZC3H15,-0.1268,0.18,0.823471883,1280.1882,1359.266194
ZDHHC5,0.1341,0.18,0.823471883,1127.141,1153.365608
ZNF146,-0.1178,0.18,0.823471883,1395.9768,1518.331651
ZNF234,-0.1145,0.18,0.823471883,178.0595,186.6444614
ZNF428,-0.1237,0.18,0.823471883,1507.6923,1606.879236
ZNF738,-0.1265,0.18,0.823471883,307.6416,347.7181327
ZNF835,-0.123,0.18,0.823471883,68.0115,71.82063627
ACOX2,0.1257,0.19,0.831496881,186.3669,205.4292438
ACTG1,0.1304,0.19,0.831496881,66241.9804,68615.61331
ADCY9,0.1277,0.19,0.831496881,520.8762,523.8801513
AKAP6,0.1222,0.19,0.831496881,833.1539,911.8691954
ALPL,0.1273,0.19,0.831496881,292.5594,349.2480703
AP3M2,0.1187,0.19,0.831496881,734.0278,778.6831817
ATF4,-0.1156,0.19,0.831496881,5237.1087,5605.179921
B3GNT9,0.1284,0.19,0.831496881,601.6049,643.8684801
BHLHE22,0.1213,0.19,0.831496881,4.567,28.97187059
BHLHE41,0.118,0.19,0.831496881,1629.7726,1791.102525
BNC2,0.1302,0.19,0.831496881,61.945,134.9386618
BTN3A1,-0.1228,0.19,0.831496881,723.5495,789.0112304
C11orf21,0.1157,0.19,0.831496881,7.5805,10.22327026
C11orf24,0.1301,0.19,0.831496881,694.8813,752.0375297
LINC00346,0.1262,0.19,0.831496881,47.4595,68.19212582
L3HYPDH,-0.1165,0.19,0.831496881,231.8339,248.1117667
BORCS6,0.1177,0.19,0.831496881,210.6918,216.1364621
C19orf43,-0.1079,0.19,0.831496881,2448.3307,2550.776654
ZBED8,-0.1302,0.19,0.831496881,243.2473,277.3601794
C8orf58,0.13901,0.19,0.831496881,245.2934,253.8893569
CAMK2N2,0.1199,0.19,0.831496881,323.4875,373.6320722
CASD1,0.1231,0.19,0.831496881,708.5869,781.2372186
CAV1,0.1355,0.19,0.831496881,1595.3566,2437.575506
CC2D2A,-0.1325,0.19,0.831496881,595.9119,623.7887539
CCAR1,-0.1251,0.19,0.831496881,768.081,775.7178284
VPS50,0.1237,0.19,0.831496881,615.7746,631.7440578
CCDC136,0.1178,0.19,0.831496881,268.5393,389.7918199
CCDC144A,-0.1261,0.19,0.831496881,11.882,17.38086046
CCNG2,0.1221,0.19,0.831496881,643.75,730.6437183
CDC42EP4,-0.1123,0.19,0.831496881,4753.8555,5281.576845
CDK2AP2,0.1199,0.19,0.831496881,980.0235,1066.129387
CECR2,-0.1221,0.19,0.831496881,104.6287,130.2246271
CHAD,0.1303,0.19,0.831496881,5.9505,17.20926209
CHRNE,0.12,0.19,0.831496881,17.8623,23.16340425
COL5A3,0.11,0.19,0.831496881,1109.6308,1291.787385
COPA,-0.1179,0.19,0.831496881,5047.6631,5392.705691
COQ4,-0.127,0.19,0.831496881,670.7706,688.6132905
CSNK2B,-0.1272,0.19,0.831496881,2754.2554,2789.06573
CTR9,0.1292,0.19,0.831496881,958.1346,964.623969
CUL7,0.1241,0.19,0.831496881,611.4576,666.3682562
CYB5R1,0.1207,0.19,0.831496881,1341.8865,1647.727444
CYFIP2,0.118,0.19,0.831496881,1647.1245,1821.271022
TXLNGY,-0.1968,0.19,0.831496881,174.105,162.3252029
NSG1,0.1268,0.19,0.831496881,514.0869,822.1049631
DDN,0.1232,0.19,0.831496881,67.1393,174.7606585
DNASE1L1,0.1241,0.19,0.831496881,321.3466,400.0887412
DUSP1,0.1227,0.19,0.831496881,2449.5413,3627.894222
EEF1A2,0.128,0.19,0.831496881,1830.2253,2265.469485
EIF4E3,0.1185,0.19,0.831496881,404.1117,440.1047
FARSA,-0.1048,0.19,0.831496881,1454.8448,1545.926375
FIZ1,-0.115,0.19,0.831496881,464.1101,489.2768873
FMNL1,0.1173,0.19,0.831496881,441.6033,504.4557915
FOLR1,0.1237,0.19,0.831496881,53.4378,93.37930359
FSD1,-0.1177,0.19,0.831496881,427.673,510.1443193
FXR1,-0.1221,0.19,0.831496881,1569.697,1632.191871
GADD45GIP1,-0.1105,0.19,0.831496881,1248.6188,1411.199881
GPR137,0.1324,0.19,0.831496881,932.0682,954.0024405
SLC52A2,0.1272,0.19,0.831496881,1051.2971,1088.446527
GPR174,0.1285,0.19,0.831496881,1.0086,3.890881699
HBS1L,-0.1283,0.19,0.831496881,836.448,831.2520324
